Institution,Data Source,Species,Total Length (cm),Fork Length (cm),Difference in Total & Fork Length (cm)
MLML,MLML Brooks Canary Project,Canary Rockfish,30,29.1,0.9
MLML,MLML Brooks Canary Project,Canary Rockfish,34.3,33.4,0.9
MLML,MLML Brooks Canary Project,Canary Rockfish,34.8,33.9,0.9
MLML,MLML Brooks Canary Project,Canary Rockfish,37.6,36.8,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,23.2,22.4,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,25,24.2,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,22.5,21.7,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,18.3,17.5,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,31.4,30.6,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,33.5,32.7,0.8
MLML,MLML Brooks Canary Project,Canary Rockfish,35.1,34.4,0.7
MLML,MLML Brooks Canary Project,Canary Rockfish,20.7,20,0.7
MLML,MLML Brooks Canary Project,Canary Rockfish,20.8,20.1,0.7
MLML,MLML Brooks Canary Project,Canary Rockfish,19.5,18.8,0.7
MLML,MLML Brooks Canary Project,Canary Rockfish,38.3,37.6,0.7
MLML,MLML Brooks Canary Project,Canary Rockfish,15.9,15.3,0.6
MLML,MLML Brooks Canary Project,Canary Rockfish,28.2,27.6,0.6
MLML,MLML Brooks Canary Project,Canary Rockfish,31.6,31.1,0.5
MLML,MLML Brooks Canary Project,Canary Rockfish,18.2,17.7,0.5
MLML,MLML Brooks Canary Project,Canary Rockfish,35.4,34.9,0.5
MLML,MLML Brooks Canary Project,Canary Rockfish,28.4,28.1,0.3
MLML,MLML Brooks Canary Project,Canary Rockfish,54.5,54.4,0.1
MLML,MLML Brooks Canary Project,Canary Rockfish,34.8,34.7,0.1
MLML,MLML Brooks Canary Project,Canary Rockfish,45.5,45.5,0
MLML,MLML Brooks Canary Project,Canary Rockfish,41.3,41.3,0
MLML,MLML Brooks Canary Project,Canary Rockfish,50.6,50.6,0
MLML,MLML Brooks Canary Project,Canary Rockfish,38,38,0
MLML,MLML Brooks Canary Project,Canary Rockfish,42.5,42.5,0
MLML,MLML Brooks Canary Project,Canary Rockfish,41.1,41.1,0
MLML,MLML Brooks Canary Project,Canary Rockfish,39.6,39.6,0
MLML,MLML Brooks Canary Project,Canary Rockfish,42.5,42.5,0
MLML,MLML Brooks Canary Project,Canary Rockfish,41.2,41.2,0
MLML,MLML Brooks Canary Project,Canary Rockfish,46,46,0
MLML,MLML Brooks Canary Project,Canary Rockfish,40.6,40.6,0
MLML,MLML Brooks Canary Project,Canary Rockfish,40.5,40.5,0
MLML,MLML Brooks Canary Project,Canary Rockfish,37.6,,
MLML,MLML Brooks Canary Project,Canary Rockfish,36,,
CP,CP NMFS Dissections,Black Rockfish,32.8,32.2,0.6
CP,CP NMFS Dissections,Black Rockfish,37,36.8,0.2
CP,CP NMFS Dissections,Black Rockfish,36.5,36.1,0.4
CP,CP NMFS Dissections,Black Rockfish,37.6,35.7,1.9
CP,CP NMFS Dissections,Blue/Deacon Rockfish,11,10.7,0.3
CP,CP NMFS Dissections,Yellowtail Rockfish,30.9,30.5,0.4
CP,CP NMFS Dissections,Yellowtail Rockfish,20.5,20.2,0.3
CP,CP NMFS Dissections,Yellowtail Rockfish,31.4,30.5,0.9
CP,CP NMFS Dissections,Yellowtail Rockfish,34.1,33.6,0.5
CP,CP NMFS Dissections,Black Rockfish,35.5,34.8,0.7
CP,CP NMFS Dissections,Yellowtail Rockfish,32.3,31.3,1
CP,CP NMFS Dissections,Yellowtail Rockfish,34.3,33.5,0.8
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,41,41,0
CP,CP CCFRP Sampling Trips,Black Rockfish,30,30,0
CP,CP CCFRP Sampling Trips,Olive Rockfish,48,47,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,19,19,0
CP,CP CCFRP Sampling Trips,Black Rockfish,28,28,0
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,33,32,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,20,20,0
CP,CP CCFRP Sampling Trips,Olive Rockfish,28,27,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,23,22,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,24,24,0
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,20,20,0
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,42,41,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,32,31,1
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,35,32,3
CP,CP CCFRP Sampling Trips,Olive Rockfish,27,26,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,30,30,0
CP,CP CCFRP Sampling Trips,Olive Rockfish,39,38,1
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,44,43,1
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,43,42,1
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,40,39,1
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,42,41,1
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,45,45,0
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,22,22,0
CP,CP CCFRP Sampling Trips,Olive/Yellowtail Rockfish,12,12,0
CP,CP CCFRP Sampling Trips,Copper Rockfish,35,35,0
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,33,32,1
CP,CP CCFRP Sampling Trips,Yellowtail rockfish,29,29,0
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,27,26,1
CP,CP CCFRP Sampling Trips,Vermilion Rockfish,31,30,1
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,33,32,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,26,26,0
CP,CP CCFRP Sampling Trips,Blue/Deacon Rockfish,21,20,1
CP,CP CCFRP Sampling Trips,Olive Rockfish,17,17,0
CP,CP CCFRP Sampling Trips,Olive Rockfish,37,37,0
CP,CP Observer Program,Vermilion Rockfish,47,45.5,1.5
CP,CP Observer Program,Vermilion Rockfish,45.5,45,0.5
CP,CP Observer Program,Yellowtail Rockfish,28.5,28,0.5
CP,CP Observer Program,Yellowtail Rockfish,28,28,0
CP,CP Observer Program,Olive Rockfish,34.5,34,0.5
CP,CP Observer Program,Vermilion Rockfish,47.5,46,1.5
CP,CP Observer Program,Olive Rockfish,28,27.5,0.5
CP,CP Observer Program,Vermilion Rockfish,44.5,44.5,0
CP,CP Observer Program,Blue/Deacon Rockfish,31,30.5,0.5
CP,CP Observer Program,Yellowtail Rockfish,29,28.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,38,37,1
CP,CP Observer Program,Vermilion Rockfish,42,41.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,33,31.5,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,28.5,27.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,24.5,24,0.5
CP,CP Observer Program,Yellowtail Rockfish,29,28.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,31,30,1
CP,CP Observer Program,Blue/Deacon Rockfish,33,31.5,1.5
CP,CP Observer Program,Yellowtail Rockfish,33,32,1
CP,CP Observer Program,Yellowtail Rockfish,28.5,28,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,27,1
CP,CP Observer Program,Blue/Deacon Rockfish,30,29,1
CP,CP Observer Program,Blue/Deacon Rockfish,24.5,23.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,32,31,1
CP,CP Observer Program,Blue/Deacon Rockfish,25.5,24.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,26,25,1
CP,CP Observer Program,Yellowtail Rockfish,31,30,1
CP,CP Observer Program,Yellowtail Rockfish,31,30.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,36,35,1
CP,CP Observer Program,Yellowtail Rockfish,26.5,26,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27,26.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,32,31,1
CP,CP Observer Program,Yellowtail Rockfish,34,33.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,32.5,31.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,30,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,39,37,2
CP,CP Observer Program,Blue/Deacon Rockfish,31.5,31,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,31.5,30.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,24,23,1
CP,CP Observer Program,Vermilion Rockfish,40.5,40,0.5
CP,CP Observer Program,Yellowtail Rockfish,32,31,1
CP,CP Observer Program,Blue/Deacon Rockfish,26.5,26,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,27,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,27.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,25,24,1
CP,CP Observer Program,Yellowtail Rockfish,31.5,30,1.5
CP,CP Observer Program,Yellowtail Rockfish,30,29.5,0.5
CP,CP Observer Program,Yellowtail Rockfish,34,33,1
CP,CP Observer Program,Blue/Deacon Rockfish,31.5,31,0.5
CP,CP Observer Program,Olive Rockfish,33,32.5,0.5
CP,CP Observer Program,Yellowtail Rockfish,30.5,30,0.5
CP,CP Observer Program,Yellowtail Rockfish,31,30.5,0.5
CP,CP Observer Program,Yellowtail Rockfish,28,27.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27,27,0
CP,CP Observer Program,Blue/Deacon Rockfish,31,29.5,1.5
CP,CP Observer Program,Yellowtail Rockfish,28.5,27.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,17.5,16.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,22,21,1
CP,CP Observer Program,Blue/Deacon Rockfish,22.5,22,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,32,30.5,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,29.5,28.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,34.5,33,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,34,34,0
CP,CP Observer Program,Vermilion Rockfish,37.5,37,0.5
CP,CP Observer Program,Olive Rockfish,33,32.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,31.5,29.5,2
CP,CP Observer Program,Vermilion Rockfish,44,42.5,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,29.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,24.5,23,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,24,23,1
CP,CP Observer Program,Blue/Deacon Rockfish,35,33.5,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,24.5,23.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,27,26.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,26.5,1.5
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,26.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,29.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,36,35,1
CP,CP Observer Program,Blue/Deacon Rockfish,29,28,1
CP,CP Observer Program,Squarespot Rockfish,20,19,1
CP,CP Observer Program,Blue/Deacon Rockfish,30,28.5,1.5
CP,CP Observer Program,Squarespot Rockfish,23,22,1
CP,CP Observer Program,Yellowtail Rockfish,26,25,1
CP,CP Observer Program,Blue/Deacon Rockfish,29,28.5,0.5
CP,CP Observer Program,Vermilion Rockfish,46,43.5,2.5
CP,CP Observer Program,Vermilion Rockfish,37,36.5,0.5
CP,CP Observer Program,Vermilion Rockfish,33,32.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,27,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,26.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,21.5,21,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,20.5,20,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,26.5,26,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,26,25,1
CP,CP Observer Program,Blue/Deacon Rockfish,25,24.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,23,22.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,29,28,1
CP,CP Observer Program,Blue/Deacon Rockfish,28,27.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,24,23.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30,29.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,31.5,30.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,25,24.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,25.5,25,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,26.5,25.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,26,25,1
CP,CP Observer Program,Blue/Deacon Rockfish,25.5,25,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,22.5,22,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,33.5,33,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27,27,0
CP,CP Observer Program,Blue/Deacon Rockfish,36,36,0
CP,CP Observer Program,Blue/Deacon Rockfish,26,25.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,23.5,23,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,34,33.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,29.5,29,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,24,23.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,30,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,23.5,23.5,0
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,30,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30,29,1
CP,CP Observer Program,Blue/Deacon Rockfish,24.5,24,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,26.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,26,25,1
CP,CP Observer Program,Blue/Deacon Rockfish,33.5,32.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,26.5,26,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,29,28.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,25,24.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,30,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,22.5,22,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,31,30.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,27.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,36.5,35.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,27,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,29.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,26,25,1
CP,CP Observer Program,Blue/Deacon Rockfish,24.5,23.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,33.5,33,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,27,1
CP,CP Observer Program,Blue/Deacon Rockfish,26,25,1
CP,CP Observer Program,Blue/Deacon Rockfish,27.5,27,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30.5,30,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,23.5,23,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,34,33,1
CP,CP Observer Program,Blue/Deacon Rockfish,26.5,26,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,26,25.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,29.5,28.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,29,28.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,27,1
CP,CP Observer Program,Blue/Deacon Rockfish,32,31.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,30,29,1
CP,CP Observer Program,Blue/Deacon Rockfish,29.5,29,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,26.5,25.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,31,30,1
CP,CP Observer Program,Blue/Deacon Rockfish,30,29,1
CP,CP Observer Program,Blue/Deacon Rockfish,21,20.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,22,21.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,25.5,24.5,1
CP,CP Observer Program,Blue/Deacon Rockfish,22,21.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,25,24.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,20,19.5,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,28,27,1
CP,CP Observer Program,Blue/Deacon Rockfish,29,28.5,0.5
CP,CP Observer Program,Yellowtail Rockfish,33.5,33,0.5
CP,CP Observer Program,Blue/Deacon Rockfish,36,35,1
CP,CP Observer Program,Vermilion Rockfish,40,39.5,0.5
CP,CP Observer Program,Vermilion Rockfish,39,38.5,0.5
CP,CP Observer Program,Vermilion Rockfish,40.5,39.5,1
